comentario,valor
"Not as it seems!. The apartment was very basic for 5 people.  5 small teacups, 5 dinner plates, 5 bowls, 5 tumblers, a frying pan and 2 saucepans.  1 wine glass and that's it.  No bowls or serving dishes, very limited, just about managed to make a slice of toast. Towels were changed once, and we were supplied with clean bedding mid week, but were left to strip the beds and make them ourselves.  No-one collected the dirty linen.  There was a table & 4 chairs, and an old plastic chair outside the apartment with a broken clothes airer.  No balcony at all and no views.  Photos show balcony at front apartments but ours was at the back up the concrete stops, backing onto a hotel.",Bad
"Not as let to believe on booking.. State of repair and decoration
Power sockets hanging off wall
Balcony door did not lock
Did not get high up floor as requested
No wi fit in rooms",Bad
"Not clean, not friendly.. On check in at 22.30 (10.30pm) room not cleaned and no other room could be given to us as front desk had no authority to change things. Not helpful
At all. No air conditioning, no fans at reception so we had to buy one as the rooms were extremely stuffy and warm. pool only cleaned once per week on Tuesday. Apartment  cleaned twice in seven days. You could not get a brush to sweep the floor in between cleaning days. Bins at the pool not emptied regularly, overflowing for days creating a lot of flies. Overall I would never go back to the apartments again and would definately not recommend them the only plus is location. We had other family staying there and their rooms were in major need of refurbishment.",Bad
"Not clean. Left after 2 nights.. standard of cleanliness, bedding and towels.
Cupboards and drawers contained owners property.
Hopefully improved following our discussions with the agent.",Bad
"Not for young children.. Everything else. Location, hotel, room, food, etc....",Bad
"Not good. Unfortunately, the bunglalow we were allocated was roadside, it was noisy and the room was very cold!
Cleanliness. Strong smell of cigarettes
in bungalow.
The light key being attached to the door
key.
We saw five cockroaches in the room!!!!",Bad
"Not good place.. Not clean. The service is very bad. I had two reservations and I wasn't in hotel when mu friends arrive and the recepcionist told to may friends ""If You won't leave, I will call to the police"". This is not very good answer to the family. 
Very gold floors. Durty blakents. We foud some cockroaches. 
Very hard beds. The kids were sleeping on the open coach, which were broken.",Bad
"Not great..... The reception staff were awful.
There were ants in our first room.
Never a manager on duty.
We had to change room twice.
When we arrived they tried to tell us we had booked a studio apartment when we had booked a one bedroomed apartment.",Bad
Not impressed. No body met us on arrival took me 1-30 minutes to eventually get the keys the miserable girl on reception did not want to know because in her words not mine WE HAD NOT BOOKED direct with yucca park appalling?im looking forward to your response,Bad
"Not kids friendly hotel. Stuff did not allowd to see apartment in advance. House spartment large, but not friendly fior little kids. No any Wifi internet. You can reach this hotel only by car.",Bad
Not like. Not like,Bad
"Not recommended. The room was in a really bad condition. The smell was strong and disgusting, of the chlorine. The room was poor with 2 beds instead of the fact that I ordered twin. The bathroom was dirty.
The reception employee did not want to change the room when we asked for.
Bigger problem relates to the reception itself - the lady dissapeared for more than 40 minutes during check-out time and we couldn't leave the hotel and travel further.
WIFI - is working only in the common area, downstairs, not in the rooms.",Bad
"Not recommended. Me and my girlfriend arrived about 22:00 after driving one hour from south airport to the hotel.
When we arrived there was not a free space to park the car and the receptionist proposed park on the street outside and far from the hotel.But it was impossible since there were not any spot free.After long search i succed find a space.
When we got in the room we were surprised since my reservation was for a sew view room.
Instead of that i was given a room in the first floor which had view to the parking.The furniture were old and the balcony door was not locking,which means it was easily accessible from the parking.The towels of the bathroom were very old.
When we asked the reception to give us the room type that i have booked they said that hotel was full and if i want a sew view room i had to pay extra.After long fight and arguments they promised to change the room the next day and give me the room type which i have booked.
The hotel is situated in a small hill.To return back to the hotel you must climb 120 stairs something really exhausting after a long day.
The hotel staff spoke poor german and more poor english.
The swimming pool was really cold and the wellness facilities nothing special.
I was expecting something better since the price was quite high.",Bad
